date,average_temperature
2024-04-20,32.93210784313724
2024-04-21,33.58848039215688
2024-04-22,33.26225490196079
2024-04-23,32.446323529411764
2024-04-24,33.3737745098039
2024-04-25,33.06323529411766
2024-04-26,32.80563725490199
2024-04-27,33.44828431372551
2024-04-28,33.766666666666644
2024-04-29,34.183578431372545
2024-04-30,34.95490196078431
2024-05-01,34.99264705882356
2024-05-02,33.46666666666666
2024-05-03,33.06348039215687
2024-05-04,32.45882352941175
2024-05-05,32.26519607843136
2024-05-06,30.045343137254893
2024-05-07,28.429656862745084
2024-05-08,26.62107843137255
2024-05-09,26.832107843137265
2024-05-10,26.842401960784326
2024-05-11,28.06813725490196
2024-05-12,27.91274509803921
2024-05-13,29.138725490196062
2024-05-14,29.607598039215684
2024-05-15,30.405392156862735
2024-05-16,30.674264705882354
2024-05-17,31.89093137254905
2024-05-18,32.0186274509804
2024-05-19,30.934803921568626
2024-05-20,29.281127450980385
2024-05-21,29.299999999999976
2024-05-22,29.75612745098042
2024-05-23,30.065441176470586
2024-05-24,30.872549019607824
2024-05-25,31.124999999999954
2024-05-26,27.91274509803921
2024-05-27,26.90416666666666
2024-05-28,30.678431372549003
2024-05-29,31.99117647058821
2024-05-30,31.73161764705883
2024-05-31,30.80906862745098
2024-06-01,30.680392156862737
2024-06-02,31.17352941176471
2024-06-03,31.011519607843148
2024-06-04,31.485784313725492
2024-06-05,31.44779411764707
2024-06-06,31.28995098039215
2024-06-07,31.23235294117649
2024-06-08,31.37843137254899
2024-06-09,32.00857843137254
2024-06-10,32.06568627450982
2024-06-11,31.82500000000001
2024-06-12,31.507598039215683
2024-06-13,32.076960784313705
2024-06-14,32.56838235294119
2024-06-15,32.15416666666666
2024-06-16,32.62745098039214
2024-06-17,32.45073529411767
2024-06-18,30.727450980392145
2024-06-19,30.263235294117656
2024-06-20,29.416421568627474
2024-06-21,29.00098039215684
2024-06-22,29.315686274509794
2024-06-23,29.576225490196084
2024-06-24,30.204901960784287
2024-06-25,30.732843137254903
2024-06-26,30.100980392156828
2024-06-27,29.033088235294134
2024-06-28,29.135539215686293
2024-06-29,28.953186274509807
2024-06-30,28.109803921568584
2024-07-01,28.16348039215687
2024-07-02,27.338235294117677
2024-07-03,27.336519607843105
2024-07-04,28.054411764705893
2024-07-05,29.041176470588216
2024-07-06,28.708823529411752
2024-07-07,28.98161764705883
2024-07-08,29.105392156862745
2024-07-09,29.27230392156865
2024-07-10,29.74166666666665
2024-07-11,29.65514705882353
2024-07-12,28.40147058823528
2024-07-13,28.55245098039212
2024-07-14,29.135784313725477
2024-07-15,29.30343137254903
2024-07-16,29.315441176470568
2024-07-17,29.30098039215691
2024-07-18,29.929901960784317
2024-07-19,29.352696078431368
2024-07-20,29.4541666666667
2024-07-21,29.122549019607813
2024-07-22,28.88161764705882
2024-07-23,28.53014705882352
2024-07-24,28.806617647058847
2024-07-25,28.307843137254896
2024-07-26,28.261519607843145
2024-07-27,28.59362745098038
2024-07-28,28.512745098039222
2024-07-29,28.211274509803943
2024-07-30,29.10563725490196
2024-07-31,27.99852941176471
2024-08-01,26.756862745098033
2024-08-02,27.405637254901976
2024-08-03,27.388235294117656
2024-08-04,27.70931372549016
2024-08-05,28.188970588235282
2024-08-06,27.963235294117634
2024-08-07,27.836274509803914
2024-08-08,27.961029411764695
2024-08-09,27.875980392156862
2024-08-10,27.568627450980415
2024-08-11,28.17573529411763
2024-08-12,28.753431372549027
2024-08-13,28.284558823529395
2024-08-14,27.936029411764714
2024-08-15,28.261029411764703
2024-08-16,27.977696078431364
2024-08-17,28.29338235294115
2024-08-18,27.30882352941175
2024-08-19,27.088970588235306
2024-08-20,27.189460784313724
